Gender,Annual Income,Company,Model,Transmission,Color,Price ($)
Male,835000,Nissan,Altima,Auto,Red,21000
Male,1716000,Ford,Contour,Auto,Pale White,62600
Male,845000,Volkswagen,Beetle,Auto,Red,45000
Male,650000,Volkswagen,GTI,Auto,Pale White,20000
Female,350000,BMW,328i,Auto,Black,18000
Male,13500,Plymouth,Prowler,Manual,Pale White,16000
Male,350000,Dodge,Viper,Auto,Red,31000
Male,13500,Dodge,Ram Pickup,Manual,Pale White,21000
Male,665000,Volvo,S40,Manual,Black,36000
Female,13500,Ford,F-Series,Manual,Red,13000
Male,1080000,Acura,TL,Auto,Black,28000
Male,674000,Cadillac,Seville,Manual,Pale White,22000
Male,1210000,Dodge,Caravan,Auto,Red,19001
Male,2801000,Mercedes-B,CLK Coupe,Auto,Pale White,22101
Male,13500,Honda,Civic,Auto,Pale White,25000
Male,13500,Dodge,Ram Pickup,Manual,Pale White,20000
Male,13500,Mitsubishi,Mirage,Auto,Black,9000
Male,2080000,Volkswagen,Passat,Auto,Black,21000
Male,630000,Chrysler,Concorde,Auto,Black,12000
Male,852000,Ford,Expedition,Manual,Black,18000
Female,1435000,Oldsmobile,Bravada,Auto,Black,26500
Male,13500,Mitsubishi,Diamante,Manual,Red,19000
Male,1430000,Plymouth,Neon,Auto,Black,9001
Male,13500,Lexus,LS400,Auto,Pale White,27001
Male,1622000,Lexus,ES300,Auto,Pale White,27201
Male,502000,Ford,Focus,Manual,Black,49001
Male,13500,Mercury,Grand Marquis,Manual,Pale White,16001
Male,435000,Mitsubishi,Galant,Auto,Pale White,36000
Male,1525000,Ford,Crown Victoria,Manual,Pale White,20500
Male,1305000,Nissan,Frontier,Manual,Black,53500
Male,13500,Ford,Focus,Manual,Black,49001
Male,1115000,Acura,RL,Manual,Red,31500
Male,13500,Porsche,Carrera Coupe,Auto,Red,22000
Male,525000,Mitsubishi,Montero Sport,Manual,Red,29000
Male,840000,Lincoln,Town car,Manual,Pale White,33000
Female,598000,Ford,Focus,Manual,Red,24000
Male,745000,Subaru,Outback,Auto,Red,57000
Male,390000,Mitsubishi,Montero Sport,Auto,Black,45000
Male,13500,Dodge,Ram Wagon,Auto,Black,22001
Male,1800000,BMW,328i,Auto,Black,41001
Female,13500,Cadillac,Catera,Auto,Pale White,75001
Male,2200000,Toyota,Corolla,Manual,Red,54001
Male,505000,Mercedes-B,SLK,Manual,Pale White,17000
Male,468000,Chevrolet,Malibu,Manual,Red,82000
Male,2905000,Oldsmobile,Cutlass,Manual,Pale White,41500
Male,650000,BMW,528i,Manual,Pale White,14000
Male,450000,Nissan,Pathfinder,Auto,Red,21000
Male,13500,Toyota,Tacoma,Auto,Pale White,53001
Male,435000,Lexus,LS400,Auto,Pale White,18001
Female,1500000,BMW,528i,Auto,Pale White,62000
Female,4440000,Porsche,Carrera Cabrio,Manual,Black,22000
Female,13500,Mercedes-B,E-Class,Auto,Pale White,31000
Male,485000,Toyota,Tacoma,Auto,Pale White,53001
Male,1810000,Mitsubishi,Montero Sport,Manual,Black,42001
Male,794500,Mercedes-B,S-Class,Manual,Red,21500
Male,13500,BMW,323i,Auto,Black,9000
Male,760000,Mercury,Grand Marquis,Manual,Pale White,16000
Female,740000,Volvo,S40,Auto,Pale White,42000
Female,1480000,Mercury,Mystique,Auto,Black,9000
Male,1240000,Acura,RL,Manual,Red,34000
Male,850000,Pontiac,Bonneville,Auto,Red,19000
Male,1300000,Lexus,LS400,Auto,Black,22000
Female,13500,Mitsubishi,Diamante,Manual,Black,22000
Male,1505000,Lincoln,Continental,Manual,Black,42500
Male,13500,Ford,Expedition,Manual,Red,22000
Male,1500000,BMW,528i,Manual,Red,29000
Female,840000,Subaru,Forester,Auto,Black,22000
Male,324000,Mercedes-B,SLK,Auto,Red,19000
Male,13500,Audi,A6,Manual,Pale White,24000
Male,13500,Volvo,S40,Manual,Pale White,17000
Female,13500,Infiniti,I30,Auto,Black,21000
Male,13500,Dodge,Ram Van,Auto,Black,60000
Male,13500,Volkswagen,Cabrio,Auto,Black,16000
Male,5525000,Volvo,S40,Manual,Red,17500
Male,13500,Mitsubishi,Montero,Manual,Black,16000
Male,1125000,Chrysler,Sebring Coupe,Manual,Red,21500
Male,1900000,Plymouth,Voyager,Manual,Red,20000
Female,575000,Hyundai,Sonata,Manual,Red,21000
Male,600000,Oldsmobile,Cutlass,Auto,Pale White,46000
Male,1030000,Chrysler,LHS,Manual,Black,51000
Male,1005000,Audi,A6,Manual,Pale White,13500
Male,13500,Chrysler,Sebring Coupe,Manual,Red,21000
Male,410000,Ford,Mustang,Auto,Red,31000
Female,3650000,Volkswagen,Passat,Manual,Pale White,12000
Male,590000,Chrysler,LHS,Auto,Black,26000
Male,13500,Mercedes-B,S-Class,Auto,Pale White,10000
Male,620000,Saturn,SW,Auto,Red,25000
Male,2000000,Chevrolet,Cavalier,Manual,Pale White,20000
Male,13500,Cadillac,Escalade,Auto,Pale White,38000
Male,591000,Volkswagen,Passat,Manual,Red,20000
Female,1800000,Acura,RL,Auto,Black,24000
Male,13500,Pontiac,Bonneville,Auto,Pale White,20000
Male,13500,Mercury,Grand Marquis,Manual,Pale White,16001
Female,550000,Saturn,LW,Manual,Red,49001
Male,1617000,Mitsubishi,Galant,Auto,Pale White,36700
Male,755000,BMW,528i,Auto,Pale White,62000
Male,1028800,Oldsmobile,Cutlass,Auto,Red,15880
Male,1761000,Plymouth,Voyager,Manual,Red,20100
Male,1470000,Pontiac,Grand Prix,Auto,Red,19000
Male,1430000,Toyota,Celica,Manual,Pale White,14000
Female,1100000,Mitsubishi,Montero Sport,Manual,Red,29001
Female,13500,Dodge,Ram Van,Auto,Pale White,15000
Male,1500000,Jaguar,S-Type,Auto,Black,27000
Female,13500,Mercury,Villager,Manual,Pale White,14000
Male,13500,Pontiac,Grand Am,Auto,Pale White,26000
Male,700000,Lexus,LS400,Manual,Red,13000
Male,13500,Volvo,S70,Auto,Black,26000
Male,880000,Dodge,Ram Wagon,Auto,Black,22000
Male,1525000,Mercedes-B,CL500,Manual,Red,29500
Male,13500,Honda,Accord,Auto,Pale White,19000
Male,690000,Mercury,Grand Marquis,Manual,Red,71000
Male,960000,Buick,Park Avenue,Manual,Black,29000
Male,2250000,BMW,328i,Manual,Red,21000
Male,2360000,Chevrolet,Metro,Manual,Red,37000
Male,1900000,Nissan,Frontier,Manual,Pale White,20000
Male,440000,Ford,Expedition,Manual,Black,10000
Female,13500,Toyota,Land Cruiser,Auto,Black,21000
Male,13500,Subaru,Forester,Manual,Red,17000
Male,490000,Ford,F-Series,Manual,Red,13000
Male,1850000,Lexus,LX470,Auto,Black,22000
Female,1105000,Mitsubishi,3000GT,Auto,Red,19500
Male,1530000,Ford,Taurus,Manual,Black,43000
Male,865000,Chrysler,300M,Auto,Red,16000
Male,1138000,Chevrolet,Prizm,Manual,Red,22800
Male,1082000,Saturn,SW,Auto,Red,25200
Male,1972500,Chevrolet,Cavalier,Manual,Pale White,20250
Male,2608000,Mitsubishi,Montero Sport,Manual,Black,42801
Female,13500,Pontiac,Sunfire,Manual,Red,43001
Male,13500,Mitsubishi,Montero Sport,Manual,Red,29001
Female,1410000,Dodge,Ram Pickup,Manual,Pale White,21001
Male,1780000,Oldsmobile,Silhouette,Manual,Pale White,14001
Male,13500,Acura,TL,Auto,Red,29001
Male,13500,Mercury,Grand Marquis,Manual,Red,71001
Male,1700000,Cadillac,DeVille,Auto,Red,22000
Male,1035000,Lincoln,Navigator,Manual,Pale White,33500
Female,826000,Chrysler,Sebring Coupe,Manual,Black,12000
Male,940000,Dodge,Durango,Auto,Black,19000
Male,1427000,Dodge,Ram Pickup,Manual,Pale White,21701
Male,1150000,Chevrolet,Corvette,Auto,Red,45000
Male,13500,Pontiac,Grand Am,Auto,Pale White,12000
Male,1600000,Mercury,Sable,Auto,Red,39000
Male,1157000,Subaru,Outback,Auto,Pale White,19700
Male,867000,Mercury,Cougar,Auto,Black,33000
Male,690000,Pontiac,Sunfire,Auto,Black,18000
Male,13500,Volkswagen,Jetta,Manual,Red,24000
Male,850000,Volvo,S40,Manual,Black,36000
Male,700000,Chevrolet,Lumina,Manual,Black,10000
Male,13500,Acura,RL,Manual,Black,18000
Male,2365000,Mercury,Villager,Manual,Pale White,14500
Male,13500,Acura,TL,Auto,Red,24000
Male,1775000,Mitsubishi,Diamante,Manual,Black,22500
Male,2250000,Lexus,GS300,Manual,Red,17000
Female,13500,Chrysler,300M,Auto,Pale White,22000
Male,13500,Buick,LeSabre,Manual,Black,20000
Male,1521000,Saab,5-Sep,Manual,Pale White,28100
Male,561000,Mercedes-B,CL500,Manual,Red,29000
Female,13500,Oldsmobile,Cutlass,Auto,Red,41000
Male,1300000,Mercedes-B,CL500,Manual,Red,29000
Male,13500,Chevrolet,Metro,Manual,Pale White,13000
Male,732000,Chevrolet,Lumina,Manual,Black,42000
Male,704000,Lexus,LS400,Manual,Black,69001
Female,13500,Oldsmobile,Silhouette,Manual,Pale White,14001
Female,13500,Mercedes-B,SLK,Manual,Pale White,57001
Male,620000,Audi,A6,Manual,Pale White,13001
Male,1900000,Chrysler,LHS,Auto,Red,16000
Male,13500,BMW,528i,Manual,Red,25000
Male,13500,Volkswagen,Passat,Auto,Black,21000
Male,13500,Volkswagen,GTI,Manual,Pale White,28000
Male,315000,Plymouth,Neon,Auto,Black,9000
Male,13500,Chevrolet,Impala,Manual,Pale White,14000
Male,13500,Jeep,Cherokee,Auto,Red,14000
Female,13500,Ford,Explorer,Auto,Red,41000
Female,680000,Chevrolet,Cavalier,Manual,Red,20000
Male,1150000,Ford,Windstar,Auto,Pale White,19000
Female,3000000,Cadillac,DeVille,Auto,Red,69000
Male,835000,Mitsubishi,Diamante,Manual,Red,19000
Male,460000,Lexus,LS400,Auto,Pale White,46000
Female,13500,Chevrolet,Prizm,Manual,Black,16001
Male,614000,Chrysler,Concorde,Auto,Pale White,42001
Male,2165000,Ford,Focus,Manual,Red,24501
Female,700000,Infiniti,I30,Manual,Red,22000
Female,587000,Buick,Century,Auto,Pale White,17000
Male,2050000,Mercury,Sable,Auto,Pale White,26000
Male,895000,Cadillac,Seville,Manual,Black,44000
Male,1800000,Oldsmobile,Bravada,Auto,Red,19000
Female,13500,Toyota,RAV4,Auto,Pale White,27000
Female,1400000,Chevrolet,Camaro,Auto,Red,24000
Female,2200000,Porsche,Carrera Cabrio,Auto,Pale White,32000
Male,693000,Jeep,Cherokee,Auto,Pale White,36000
Male,900000,Mercedes-B,M-Class,Manual,Pale White,41000
Male,2700000,Buick,Regal,Auto,Black,19000
Male,13500,Mercedes-B,M-Class,Manual,Pale White,41000
Male,13500,Mercury,Grand Marquis,Auto,Black,19000
Male,530000,Ford,Crown Victoria,Auto,Red,29000
Female,1946000,Oldsmobile,Cutlass,Auto,Pale White,46600
Male,13500,Chrysler,Concorde,Auto,Pale White,46000
Male,845000,Acura,RL,Manual,Black,18000
Male,1305000,Chrysler,LHS,Auto,Pale White,21500
Male,565000,BMW,323i,Auto,Red,19000
Male,13500,Dodge,Stratus,Auto,Red,31000
Male,770000,Lexus,LS400,Auto,Pale White,27000
Male,1080000,Acura,RL,Manual,Pale White,17000
Male,1425000,Honda,Accord,Manual,Red,14500
Male,1118000,Toyota,Celica,Manual,Pale White,14800
Male,13500,Cadillac,Seville,Manual,Black,44001
Male,13500,Mitsubishi,3000GT,Auto,Red,19000
Male,570500,Acura,RL,Manual,Red,34500
Male,750000,Mercedes-B,M-Class,Manual,Pale White,41001
Male,720000,Mercedes-B,M-Class,Manual,Pale White,41001
Male,1025000,Mitsubishi,Galant,Auto,Pale White,42500
Male,725000,Ford,Crown Victoria,Manual,Pale White,20000
Female,13500,Lincoln,Continental,Manual,Red,82000
Female,675500,Mitsubishi,Diamante,Auto,Black,17500
Female,465000,Plymouth,Neon,Auto,Pale White,27000
Female,13500,Oldsmobile,Silhouette,Manual,Red,34000
Male,13500,Mitsubishi,Diamante,Auto,Black,17000
Male,667000,Lincoln,Continental,Manual,Black,42000
Male,13500,Mercedes-B,SLK230,Manual,Pale White,14000
Female,622000,Mercedes-B,S-Class,Manual,Red,21000
Male,877500,Oldsmobile,Intrigue,Auto,Black,18500
Male,13500,Chevrolet,Lumina,Manual,Black,10000
Male,13500,Nissan,Pathfinder,Auto,Pale White,75000
Female,1992000,Dodge,Durango,Auto,Black,19200
Male,450000,Oldsmobile,Bravada,Manual,Black,17000
Male,710000,Mercury,Cougar,Auto,Black,26000
Male,872000,Jeep,Grand Cherokee,Manual,Pale White,15000
Male,1940000,Cadillac,Escalade,Manual,Black,34000
Male,1590000,Pontiac,Bonneville,Auto,Red,19000
Male,725000,Subaru,Outback,Auto,Pale White,19000
Male,2367000,Plymouth,Prowler,Manual,Red,71700
Male,805000,Buick,LeSabre,Manual,Black,20000
Male,2228000,Mercury,Grand Marquis,Auto,Black,9800
Female,13500,Jeep,Grand Cherokee,Manual,Pale White,15000
Male,930000,Mitsubishi,Diamante,Manual,Red,19000
Male,710000,Subaru,Outback,Manual,Red,49000
Male,1006000,BMW,528i,Auto,Black,31600
Male,875000,Plymouth,Neon,Auto,Pale White,27000
Male,1360000,Chevrolet,Lumina,Manual,Red,12000
Female,730000,Chrysler,Cirrus,Auto,Red,12000
Male,13500,Mercury,Sable,Auto,Red,39000
Male,13500,Honda,CR-V,Auto,Pale White,22000
Female,535000,Mercedes-B,SL-Class,Manual,Pale White,26000
Male,598000,Infiniti,I30,Manual,Red,22000
Male,13500,Chevrolet,Prizm,Manual,Black,27000
Male,1285000,Chrysler,300M,Auto,Pale White,22500
Male,3660000,Volvo,S40,Manual,Red,17000
Male,13500,Pontiac,Bonneville,Manual,Black,36000
Male,13500,Pontiac,Sunfire,Auto,Black,18000
Male,520000,Lincoln,Continental,Manual,Black,18000
Male,13500,BMW,323i,Auto,Red,19000
Male,13500,Audi,A4,Auto,Black,27000
Male,705000,Hyundai,Elantra,Manual,Red,22000
Female,610000,Chevrolet,Monte Carlo,Manual,Red,17000
Male,2200000,Lexus,LS400,Auto,Black,39000
Male,13500,Plymouth,Neon,Auto,Black,9000
Male,736500,Lexus,LS400,Auto,Pale White,27500
Male,590000,Buick,Regal,Auto,Black,19000
Male,4760000,Infiniti,I30,Auto,Black,21000
Male,1602500,Chrysler,Concorde,Auto,Red,19250
Male,13500,Cadillac,Eldorado,Auto,Black,60000
Female,1650000,Ford,Windstar,Auto,Pale White,19000
Male,1515000,Mitsubishi,Diamante,Auto,Pale White,21500
Female,2132500,Honda,CR-V,Auto,Red,12250
Male,985000,Chevrolet,Corvette,Manual,Black,26000
Male,13500,Volkswagen,Jetta,Auto,Red,33000
Female,13500,Dodge,Durango,Auto,Black,19000
Male,1510000,Volvo,V40,Auto,Pale White,18000
Male,1870000,Pontiac,Sunfire,Manual,Red,43000
Male,1700000,Mitsubishi,Montero,Manual,Black,16000
Male,690000,Mercury,Sable,Auto,Red,39000
Male,678000,Porsche,Carrera Coupe,Auto,Red,22000
Male,595000,Ford,Ranger,Manual,Black,18000
Male,305000,Mercedes-B,C-Class,Manual,Pale White,17000
Male,13500,Porsche,Carrera Coupe,Auto,Red,22000
Female,505000,Dodge,Dakota,Auto,Pale White,21000
Male,816000,Mercedes-B,SLK230,Manual,Pale White,14000
Male,13500,Mitsubishi,3000GT,Auto,Red,19000
Female,2760000,BMW,528i,Manual,Black,21000
Female,13500,Audi,A4,Manual,Pale White,12001
Female,690000,Mercury,Sable,Manual,Red,61001
Male,3625000,Dodge,Viper,Auto,Red,41501
Male,4200000,Mercedes-B,E-Class,Auto,Red,15001
Male,1101000,Volvo,C70,Manual,Pale White,24101
Male,3512500,Chrysler,LHS,Manual,Pale White,41251
Male,13500,Saturn,LW,Manual,Pale White,13001
Male,13500,Mitsubishi,3000GT,Manual,Red,20001
Male,2000000,Mercedes-B,SLK230,Manual,Pale White,14000
Male,13500,Honda,Accord,Auto,Pale White,19000
Male,500000,Lexus,RX300,Manual,Black,18000
Male,731000,Volkswagen,Golf,Auto,Red,35000
Male,1479000,Mercury,Grand Marquis,Manual,Pale White,16900
Male,1081000,Mercedes-B,M-Class,Auto,Black,18100
Male,13500,Lexus,LS400,Auto,Pale White,18000
Male,1350000,BMW,528i,Auto,Pale White,62000
Female,1767000,Porsche,Carrera Cabrio,Manual,Black,22700
Female,1350000,Mercedes-B,E-Class,Auto,Pale White,31000
Male,13500,Ford,Expedition,Manual,Red,22000
Male,890000,Mercedes-B,S-Class,Auto,Pale White,10000
Male,1655000,Saturn,SW,Auto,Red,25500
Male,1800000,Volkswagen,GTI,Auto,Pale White,20000
Female,13500,Mercury,Cougar,Auto,Black,33001
Female,2625000,Nissan,Pathfinder,Auto,Pale White,75501
Female,13500,Oldsmobile,Silhouette,Auto,Black,60001
Female,13500,Ford,Expedition,Manual,Black,10001
Female,2580000,Mitsubishi,3000GT,Auto,Red,19000
Female,13500,Cadillac,Eldorado,Auto,Red,31000
Female,13500,Honda,Civic,Manual,Pale White,45000
Female,13500,Chrysler,Sebring Coupe,Auto,Pale White,46000
Male,13500,Toyota,Celica,Auto,Pale White,31000
Male,530000,Volkswagen,Golf,Auto,Red,35000
Male,1060000,Mitsubishi,3000GT,Manual,Pale White,21000
Male,2475000,Lexus,GS400,Manual,Black,53500
Male,13500,Acura,RL,Manual,Pale White,17000
Female,525000,Chrysler,Concorde,Auto,Pale White,46001
Male,636500,Saab,3-Sep,Auto,Black,26500
Male,825000,Infiniti,I30,Auto,Black,21001
Male,745000,Chrysler,300M,Auto,Red,16000
Male,670000,Mercury,Grand Marquis,Manual,Pale White,16000
Male,651000,Volvo,S40,Manual,Red,17000
Male,527000,Oldsmobile,Silhouette,Manual,Red,34000
Male,2455000,Pontiac,Sunfire,Manual,Red,43500
Male,2600000,Mercury,Mountaineer,Auto,Pale White,21000
Male,1285000,Saab,3-Sep,Auto,Red,69500
Male,1360000,Chrysler,LHS,Auto,Pale White,21000
Male,1600000,Oldsmobile,Silhouette,Manual,Pale White,14000
Male,1370000,Volkswagen,Jetta,Auto,Pale White,38000
Female,882000,Porsche,Carrera Cabrio,Auto,Pale White,32000
Male,1760000,Mercedes-B,CL500,Manual,Black,22000
Male,1662000,Ford,Contour,Auto,Red,19200
Female,13500,Acura,RL,Manual,Red,31000
Female,955000,Chevrolet,Monte Carlo,Auto,Red,21000
Male,13500,Honda,Passport,Manual,Pale White,13000
Female,577000,Honda,Civic,Manual,Black,43000
Female,1160000,Chevrolet,Cavalier,Manual,Pale White,20000
Female,3150000,Dodge,Durango,Manual,Pale White,27000
Male,13500,Mercedes-B,E-Class,Auto,Red,15000
Male,545000,Chevrolet,Malibu,Manual,Red,24000
Male,13500,Jaguar,S-Type,Auto,Black,16000
Male,13500,Dodge,Ram Pickup,Manual,Pale White,21000
Female,2865000,Mercury,Cougar,Auto,Black,33500
Male,1430000,Cadillac,Escalade,Auto,Pale White,38000
Female,1300000,Volkswagen,Passat,Manual,Red,20000
Male,13500,Acura,RL,Auto,Black,24000
Female,1100000,Honda,Odyssey,Manual,Pale White,27000
Female,1333000,Honda,CR-V,Auto,Pale White,22300
Female,3000000,Chrysler,300M,Auto,Black,26000
Male,1515000,Chevrolet,Metro,Auto,Pale White,12500
Male,13500,Saturn,LS,Auto,Pale White,51000
Female,650000,Acura,RL,Manual,Black,18000
Male,750000,Porsche,Boxter,Auto,Black,26000
Male,13500,Mitsubishi,Montero Sport,Manual,Pale White,12000
Female,13500,Mitsubishi,Eclipse,Auto,Black,27000
Male,2810000,Chrysler,Concorde,Auto,Pale White,46000
Male,955000,Pontiac,Bonneville,Auto,Pale White,20000
Male,558000,Dodge,Ram Wagon,Auto,Black,22000
Male,727000,Chrysler,Concorde,Auto,Red,19001
Female,13500,Subaru,Forester,Manual,Red,26000
Male,565000,Acura,RL,Manual,Red,17000
Male,567000,Toyota,Sienna,Manual,Black,12000
Female,546000,Volvo,S40,Auto,Pale White,42000
Male,13500,Mitsubishi,Diamante,Auto,Pale White,21000
Male,471500,Volvo,V70,Auto,Black,39500
Male,13500,Nissan,Quest,Manual,Black,19000
Male,455000,Chrysler,LHS,Auto,Black,26000
Male,940000,Honda,Accord,Manual,Black,43000
Male,667000,Mercury,Grand Marquis,Manual,Pale White,16000
Male,13500,Saturn,LW,Manual,Red,49000
Male,13500,Dodge,Ram Pickup,Manual,Pale White,16000
Male,1080000,Pontiac,Sunfire,Manual,Red,43000
Male,947500,Mitsubishi,Montero Sport,Auto,Pale White,53500
Male,561000,Chrysler,Concorde,Auto,Pale White,46000
Male,1258000,Oldsmobile,Silhouette,Manual,Pale White,14800
Female,13500,Acura,TL,Auto,Red,29000
Male,13500,Ford,Expedition,Manual,Black,10000
Female,2800000,Volkswagen,Passat,Manual,Pale White,12000
Male,1185000,Buick,Regal,Auto,Pale White,46500
Male,13500,Plymouth,Voyager,Manual,Black,75000
Male,2177000,Hyundai,Elantra,Manual,Red,22700
Female,840000,Porsche,Carrera Coupe,Auto,Red,22000
Male,13500,Saturn,LW,Auto,Pale White,18000
Male,13500,Mercury,Villager,Manual,Pale White,14000
Female,1500000,Ford,Expedition,Auto,Black,41000
Female,472000,Nissan,Pathfinder,Auto,Pale White,75001
Male,1100000,Mercedes-B,SLK,Manual,Pale White,17000
Male,910000,Dodge,Avenger,Auto,Red,39000
Male,950000,Mercury,Villager,Auto,Black,28000
Male,810000,Mitsubishi,Diamante,Auto,Pale White,21000
Male,761000,Ford,Explorer,Auto,Red,41000
Male,13500,Volvo,C70,Manual,Black,17000
Female,13500,Pontiac,Grand Prix,Auto,Pale White,42000
Male,716000,Plymouth,Neon,Manual,Black,29000
Male,975000,Acura,RL,Manual,Red,34000
Male,975000,Dodge,Avenger,Auto,Red,22000
Male,842000,Toyota,Camry,Auto,Red,31000
Male,13500,Mercedes-B,S-Class,Auto,Pale White,10000
Female,975000,Acura,RL,Manual,Red,17000
Male,480000,Chevrolet,Metro,Auto,Black,31000
Male,467000,Nissan,Maxima,Manual,Pale White,54000
Male,13500,Dodge,Durango,Auto,Red,22000
Male,590000,Mercury,Grand Marquis,Manual,Red,71000
Male,13500,Lexus,GS300,Manual,Red,17000
Male,2155000,Chrysler,LHS,Auto,Pale White,20500
Female,1865000,Mercury,Mountaineer,Auto,Pale White,21500
Male,829000,Saturn,LW,Auto,Pale White,18000
Male,415000,Oldsmobile,Silhouette,Auto,Red,12000
Male,696750,Ford,Focus,Manual,Black,49750
Male,420000,Chevrolet,Corvette,Manual,Black,26000
Female,895000,Mercury,Grand Marquis,Manual,Red,71000
Male,1380000,Chevrolet,Camaro,Auto,Pale White,17000
Male,490000,Mitsubishi,Eclipse,Manual,Black,25000
Male,1850000,Volvo,C70,Manual,Pale White,24000
Male,1284000,Chevrolet,Metro,Auto,Pale White,19400
Male,971000,Jaguar,S-Type,Manual,Pale White,20000
Male,710000,Chrysler,Cirrus,Auto,Red,12000
Male,2425000,Ford,Expedition,Manual,Red,22500
Male,750000,Chevrolet,Prizm,Manual,Red,21000
Female,840000,Chevrolet,Prizm,Auto,Red,15000
Male,1053000,Volkswagen,Jetta,Auto,Red,19300
Male,1377000,BMW,528i,Manual,Black,21700
Male,13500,Chrysler,300M,Auto,Pale White,22000
Male,13500,Chrysler,Concorde,Auto,Black,12000
Male,1600000,Oldsmobile,Bravada,Auto,Red,19000
Male,13500,Toyota,RAV4,Auto,Pale White,27000
Male,1211000,Chevrolet,Camaro,Auto,Red,24100
Female,5300000,Porsche,Carrera Cabrio,Auto,Pale White,32000
Male,3225000,Jeep,Cherokee,Auto,Pale White,36500
Male,13500,Mercedes-B,M-Class,Auto,Black,18000
Male,13500,Buick,Regal,Auto,Black,19000
Male,555000,Volkswagen,Golf,Auto,Red,35000
Male,1370000,Mercury,Grand Marquis,Auto,Black,19000
Male,1750800,Ford,Crown Victoria,Auto,Red,29080
Male,3400000,Pontiac,Grand Am,Auto,Red,19000
Male,1470000,Volkswagen,Cabrio,Auto,Pale White,17000
Female,2800000,Mitsubishi,Montero Sport,Auto,Black,45000
Female,2300000,Plymouth,Voyager,Manual,Red,20000
Female,2010000,Cadillac,Eldorado,Manual,Black,29000
Male,820000,Mercedes-B,CL500,Manual,Red,29000
Male,2105000,Toyota,Celica,Auto,Pale White,45500
Male,13500,Mitsubishi,3000GT,Manual,Red,24000
Male,1625000,Plymouth,Voyager,Auto,Pale White,22500
Male,1750000,Pontiac,Grand Prix,Auto,Red,19000
Female,2725000,Honda,Accord,Manual,Black,43500
Male,13500,Chevrolet,Metro,Auto,Pale White,12000
Male,640000,Plymouth,Prowler,Auto,Red,15000
Female,13500,Volkswagen,Golf,Auto,Red,35001
Female,595000,Porsche,Carrera Coupe,Auto,Red,22001
Male,3250000,Mercury,Mountaineer,Auto,Pale White,21001
Female,13500,Oldsmobile,Intrigue,Auto,Pale White,45000
Male,707000,Pontiac,Grand Am,Auto,Pale White,12000
